BD-20 2665,,,,,,,0.6016,0.73,4284,9034,K,5,V,cat
BD+05 1283E,,,,,,,5,2.7126,15433,366,B,5,V,cat
BD+08 3000,,,,,,,0.5312,0.6594,3912,11888,M,0,V,cat
BD+10 4534,,,,,,,0.3359,0.5094,2978,8902,M,0,V,cat
BD+21 3769,,,,,,,1.0117,0.9826,5725,9528,G,5,V,cat
BD+26 8,,,,,,,0.6914,0.8056,4643,6924,K,3,V,cat
BD+28 4211,,,,,,,24.8906,7.5961,42419,594,O,5,V,cat
BD+31 434,,,,,,,0.4609,0.6035,3502,12056,K,7,V,cat
BD+56 477,,,,,,,7.8164,3.687,21043,796,B,5,V,cat
BD+63 1335,,,,,,,0.7812,0.8395,5074,1206,K,0,V,cat
BETA COMAE BERENICES,,,,,,,1.1211,1.0974,6109,2008,G,0,V,cat
BETA PICTORIS,,,,,,,1.875,1.497,8556,966,A,5,V,cat
BETELGEUSE,,,,,,,0.2578,640.3727,2445,10402,M,4,I,cat
BEVAN'S HOPE,,,,,,,0.707,0.7978,4608,9876,K,3,V,cat
BPM 62891,,,,,,,0.6016,0.718,4238,11046,K,6,V,cat
BR PISCIUM,,,,,,,0.3242,0.5039,2881,6306,M,2,V,cat
BUZHU,,,,,,,0.3242,0.5085,2909,1574,M,2,V,cat
BW PHOENIX,,,,,,,0.8242,0.9073,5030,1408,K,3,V,cat
CANOPUS,,,,,,,9,71.4,6517,654,A,9,II,cat
CARDEA,,,,,,,0.3281,0.4982,2876,8570,M,5,V,cat
CC PHOENICIS,,,,,,,0.6875,0.7933,4666,8994,K,1,V,cat
CD-24 13844,,,,,,,3.1836,2.0531,11665,690,B,7,V,cat
CD-26 369,,,,,,,0.8047,0.8589,5057,11516,K,0,V,cat
CD-59 1681,,,,,,,1.0859,1.049,5978,3184,G,3,V,cat
CD-61 5940,,,,,,,0.5664,0.715,4032,4890,K,4,V,cat
CD-69 130,,,,,,,0.7617,0.8286,4978,11422,K,1,V,cat
CD-70 19,,,,,,,0.5234,0.6781,3789,10580,K,5,V,cat
CD-77 1073,,,,,,,0.5664,0.7149,3973,4760,K,5,V,cat
CD-77 45,,,,,,,0.9727,0.9628,5662,6112,G,6,V,cat
CHICOMOZTOC,,,,,,,1.0977,1.0553,6114,5768,G,2,V,cat
CPD-28 332,,,,,,,1.1641,1.0933,6493,5390,F,9,V,cat
CR DRACO,,,,,,,0.2734,0.4451,2554,9940,M,1,V,cat
DE BOOTIS,,,,,,,0.8438,0.8871,5315,888,K,0,V,cat
DELTA FORNACIS,,,,,,,9.2617,2.3011,18710,406,B,4,III,cat
DELTA HYDRI,,,,,,,2.8555,1.9005,10904,558,A,2,V,cat
DELTA PHOENICIS,,,,,,,0.8984,10.8418,4506,9142,G,8,III,cat
DEN 1048-3956,,,,,,,0.0664,0.192,1119,6294,M,9,V,cat
DG CANUM VENATICORUM,,,,,,,0.207,0.372,2185,11632,M,4,V,cat
DONNER,,,,,,,0.0352,0.0713,407,7154,Y,0,V,cat
EEA,,,,,,,0.6797,0.802,4595,3190,K,3,V,cat
EPSILON CIRCINI,,,,,,,0.6719,24.7096,4090,7500,K,2,III,cat
EPSILON MUSCAE,,,,,,,0.4062,73.7136,2442,4248,M,4,III,cat
EPSILON ORIONIS,,,,,,,15.5859,5.6797,32826,810,B,0,V,cat
EPSILON SCORPII,,,,,,,0.5859,11.6695,4242,9926,K,1,III,cat
ERLAZA,,,,,,,0.6367,0.7701,4460,4486,K,6,V,cat
ETA CRUCIS,,,,,,,1.7539,1.4027,8208,1664,F,2,V,cat
EURYBIA,,,,,,,0.6641,0.7593,4463,11300,K,3,V,cat
EXPHIAY,,,,,,,1.3281,1.1749,7043,6944,G,0,V,cat
EZ PISCIUM,,,,,,,0.3437,0.5045,2914,8066,M,3,V,cat
FEHU,,,,,,,1.2461,1.1461,6760,2738,F,5,V,cat
FN VIRGINIS,,,,,,,0.3477,0.5243,2947,8020,M,5,V,cat
FOMALHAUT,,,,,,,2.2422,1.6359,9806,1440,A,4,V,cat
G 172-15,,,,,,,0.3008,0.4763,2728,9812,M,2,V,cat
G 214-14,,,,,,,0.4414,0.6105,3534,1530,M,2,V,cat
G 232-62,,,,,,,0.293,0.4756,2718,9960,M,4,V,cat
G 232-70,,,,,,,0.3242,0.4864,2816,8946,M,4,V,cat
G LUPI,,,,,,,1.4336,1.2342,7346,1376,F,4,V,cat
GAT 2,,,,,,,0.5156,0.6706,3875,11258,K,2,V,cat
GCRV 376,,,,,,,0.5156,0.6478,3863,12196,K,7,V,cat
GCRV 405,,,,,,,0.5312,0.6603,3932,11896,M,1,V,cat
GCRV 60796,,,,,,,1.1641,1.098,6434,7576,G,3,V,cat
GL VIRGINIS,,,,,,,0.3203,0.4874,2782,8950,M,5,V,cat
GLIESE 1269,,,,,,,0.6797,0.8479,4893,7670,K,0,IV,cat
GLIESE 58,,,,,,,0.9102,0.9645,5392,12656,G,6,V,cat
GNOWEE,,,,,,,0.5312,0.6854,3909,4776,K,9,V,cat
GR 316,,,,,,,0.2109,0.3766,2186,11744,M,3,V,cat
GREAT ANNIHILATOR,,,,,,,198.0977,0.0008,0,2,BH,,,cat
GREDI,,,,,,,0.8438,0.9602,5688,10494,G,8,IV,cat
GSC 00154-00804,,,,,,,10.1133,4.3146,24523,632,B,8,V,cat
GSC 00154-019555,,,,,,,5.8672,2.9916,17856,2,B,4,V,cat
HAGALAZ,,,,,,,0.418,0.5743,3338,3406,M,0,V,cat
HD 107374,,,,,,,0.7969,9.8869,4710,12384,G,5,III,cat
HD 10898,,,,,,,4.8516,1.9144,23064,310,B,2,I,cat
HD 109024,,,,,,,6.6055,3.4619,20468,2,B,8,IVA,cat
HD 109045,,,,,,,0.7852,53.2989,3774,1796,K,5,III,cat
HD 109123,,,,,,,0.6133,27.1188,3874,9510,K,4,III,cat
HD 110798,,,,,,,14.6875,5.4073,31211,792,B,8,V,cat
HD 113428,,,,,,,0.5664,21.1714,4310,9490,K,0,III,cat
HD 114086,,,,,,,1.8711,1.6036,8982,1256,A,0,IV,cat
HD 114363,,,,,,,0.6523,14.1753,4320,7784,K,0,III,cat
HD 11471,,,,,,,9.5742,4.1407,23753,678,B,9,V,cat
HD 115143,,,,,,,12.7461,4.832,28092,346,B,8,V,cat
HD 115323,,,,,,,0.5078,18.0204,3953,10542,K,3,III,cat
HD 115335,,,,,,,2.2344,4.4296,9302,920,B,9,III,cat
HD 115473,,,,,,,10.6953,4.3566,25432,144,B,5,V,cat
HD 115514,,,,,,,1.1758,19.6218,5624,5264,F,5,I,cat
HD 115601,,,,,,,0.6094,17.993,4180,8888,K,1,II,cat
HD 115621,,,,,,,0.4883,14.0818,4374,11680,K,0,III,cat
HD 115625,,,,,,,14.8398,5.7932,33371,252,B,9,IV,cat
HD 115652,,,,,,,6.9453,2.4377,13717,732,B,7,II,cat
HD 1156559,,,,,,,0.5156,13.3846,4096,10262,K,2,III,cat
HD 115845,,,,,,,0.5703,19.0835,4353,9562,K,0,III,cat
HD 115864,,,,,,,1.3164,1.2019,6888,1974,F,2,V,cat
HD 116023,,,,,,,8.3906,4.0875,23190,662,B,2,IV,cat
HD 116199,,,,,,,2.0469,1.6467,9896,178,A,8,IV,cat
HD 116255,,,,,,,10,4.4875,26374,22,B,6,IV,cat
HD 116360,,,,,,,3.6992,2.3006,12855,542,B,8,V,cat
HD 116793,,,,,,,9.1797,4.0963,23124,670,B,9,V,cat
HD 116816,,,,,,,3.5625,5.0103,8595,402,B,9,III,cat
HD 116849,,,,,,,15.7773,5.6337,32166,756,B,1,V,cat
HD 116875,,,,,,,4.1914,2.395,14026,336,B,8,V,cat
HD 116922,,,,,,,0.5547,10.0972,4371,10100,K,0,III,cat
HD 116950,,,,,,,13.8437,2.5,11275,262,B,8,II,cat
HD 117000,,,,,,,1.0547,33.1671,6305,9232,F,0,I,cat
HD 117037,,,,,,,0.5234,10.8205,4176,10560,K,1,III,cat
HD 117241,,,,,,,1.625,1.4378,8620,1638,A,8,IV,cat
HD 117430,,,,,,,1.5117,1.3925,8222,3898,A,2,IV,cat
HD 117540,,,,,,,9.25,4.3716,25003,686,B,9,IV,cat
HD 117704,,,,,,,11.1641,4.5505,26372,854,B,1,V,cat
HD 117741,,,,,,,8.6367,3.8097,22693,2,B,9,V,cat
HD 117812,,,,,,,0.8047,10.787,4542,12520,G,8,III,cat
HD 117843,,,,,,,0.8984,0.9937,5866,9178,G,3,IV,cat
HD 117920,,,,,,,0.6641,13.444,4321,7524,K,0,III,cat
HD 117930,,,,,,,6.7656,3.6886,10405,826,B,9,III,cat
HD 117941,,,,,,,0.5625,23.9186,4247,9924,K,1,III,cat
HD 117979,,,,,,,8.168,3.3101,11097,2,B,8,III,cat
HD 118094,,,,,,,10.4141,4.3771,25311,900,B,8,V,cat
HD 118137,,,,,,,0.5039,24.5333,4355,10624,K,0,III,cat
HD 118228,,,,,,,13.1797,5.3494,31613,2,B,9,IV,cat
HD 118360,,,,,,,15.4961,5.4588,31553,464,B,9,V,cat
HD 11837,,,,,,,2.0547,1.5789,9278,1220,A,0,V,cat
HD 118551,,,,,,,1.9492,1.6208,9218,948,A,7,IV,cat
HD 118804,,,,,,,15.4141,2.4247,14957,212,B,6,III,cat
HD 118911,,,,,,,1.5,1.3714,7898,3350,A,0,IV,cat
HD 118968,,,,,,,9.9727,4.5775,26201,686,B,9,IV,cat
HD 118969,,,,,,,7.5508,0.3993,25230,478,B,1,III,cat
HD 119033,,,,,,,0.6445,27.7834,4341,8202,K,0,III,cat
HD 119076,,,,,,,0.668,44.2114,4377,7778,K,0,III,cat
HD 119225,,,,,,,13.2461,5.4435,31071,550,B,9,IV,cat
HD 119243,,,,,,,1.0078,10.5168,4514,2400,G,8,III,cat
HD 119298,,,,,,,3.9883,2.084,11350,114,B,8,III,cat
HD 119612,,,,,,,12.2422,4.7824,28295,2,B,8,V,cat
HD 119661,,,,,,,0.1992,41.0413,2833,12754,M,2,III,cat
HD 119817,,,,,,,9.8008,4.2486,24325,862,B,8,V,cat
HD 120284,,,,,,,0.7812,7.845,4347,1566,K,0,III,cat
HD 120417,,,,,,,9.5703,4.5026,25312,512,B,9,IV,cat
HD 120418,,,,,,,3.3555,2.2772,13455,200,B,9,IV,cat
HD 120578,,,,,,,13.4102,0.7953,17428,836,B,5,II,cat
HD 120598,,,,,,,9.4687,2.4136,11604,426,B,8,III,cat
HD 120613,,,,,,,13.9844,2.5364,12088,494,B,8,III,cat
HD 120680,,,,,,,10.7109,1.9714,24042,820,B,2,III,cat
HD 120784,,,,,,,13.8906,2.9945,10376,922,B,9,III,cat
HD 120785,,,,,,,1.3398,1.1818,6816,1318,F,0,V,cat
HD 121209,,,,,,,3.8945,2.5216,14298,574,B,9,IV,cat
HD 121475,,,,,,,9.7148,4.1502,23505,544,B,9,V,cat
HD 121520,,,,,,,3.0742,2.6019,11366,244,B,8,III,cat
HD 12192,,,,,,,12.5781,4.559,10698,370,B,8,I,cat
HD 122510,,,,,,,1.5078,1.3025,7290,2840,F,5,V,cat
HD 12567,,,,,,,3.9375,0.5876,27409,852,B,0,III,cat
HD 12953,,,,,,,1.7383,36.9486,8013,1926,A,2,I,cat
HD 13956,,,,,,,4.957,1.3992,24919,494,B,1,I,cat
HD 14142,,,,,,,0.3242,0.4972,2889,9132,M,2,V,cat
HD 14183,,,,,,,2.8984,1.9114,10986,888,A,0,V,cat
HD 14210,,,,,,,2.0664,4.5033,8148,366,A,1,I,cat
HD 14242,,,,,,,0.2969,44.3012,2757,9202,M,2,I,cat
HD 14404,,,,,,,0.207,99.3642,2909,11984,M,1,I,cat
HD 14405,,,,,,,0.5625,0.7111,4140,10364,K,2,V,cat
HD 14794,,,,,,,0.8984,19.125,4538,9730,G,8,II,cat
HD 14826,,,,,,,0.3789,93.0982,2614,6198,M,3,I,cat
HD 155550,,,,,,,15.3594,6.0209,33702,580,B,4,IV,cat
HD 15620,,,,,,,1.6016,4.5585,8404,2762,A,0,I,cat
HD 15642,,,,,,,64.1758,0.7484,28568,2,O,9,III,cat
HD 16012,,,,,,,15.7539,7.1682,8666,2,B,9,III,cat
HD 164662,,,,,,,0.7109,19.7293,4264,6184,K,1,III,cat
HD 164865,,,,,,,9.8477,69.5015,9864,500,B,9,IA,cat
HD 164933,,,,,,,10.8359,4.1256,22242,4,B,2,IB,cat
HD 17346,,,,,,,0.8906,61.6274,4458,10172,G,9,II,cat
HD 183165,,,,,,,2.9492,1.9321,11318,336,B,9,V,cat
HD 183456,,,,,,,0.8516,0.9008,5332,10234,G,5,V,cat
HD 18391,,,,,,,0.832,38.3968,4693,10844,G,5,I,cat
HD 19555,,,,,,,0.5078,10.5123,4248,11052,K,1,III,cat
HD 197829,,,,,,,1.6992,1.4116,8160,2268,A,0,V,cat
HD 206362,,,,,,,1.4492,31.7008,2322,10926,C,6,II,cat
HD 208742,,,,,,,0.3437,74.9903,2826,8376,M,2,III,cat
HD 21309,,,,,,,0.8047,10.5541,4681,12654,G,6,III,cat
HD 21387,,,,,,,0.6523,11.2603,4293,8044,K,0,III,cat
HD 21764,,,,,,,0.9453,8.5055,4537,7984,G,8,III,cat
HD 258691,,,,,,,79.5039,15.2957,87189,316,O,9,V,cat
HD 258985,,,,,,,2.3828,1.7326,9935,1436,B,9,V,cat
HD 259105,,,,,,,10.4453,4.4155,25529,782,B,1,V,cat
HD 259172,,,,,,,5.2266,2.8383,16157,538,B,2,V,cat
HD 259532,,,,,,,1.9922,1.5154,9115,30,A,0,V,cat
HD 261960,,,,,,,2.0586,1.5675,9057,289,A,3,V,cat
HD 35220,,,,,,,0.6523,14.251,4231,8370,K,1,III,cat
HD 35792,,,,,,,13.7695,1.3444,17124,356,B,5,III,cat
HD 35899,,,,,,,4.8359,2.6793,15839,460,B,8,V,cat
HD 36863,,,,,,,1.7109,4.2638,7299,1386,A,5,III,cat
HD 37294,,,,,,,3.5781,2.2009,12704,2,B,8,V,cat
HD 37427,,,,,,,3.0977,2.0734,11437,188,B,8,V,cat
HD 37660,,,,,,,2.0664,7.6442,8003,914,A,2,II,cat
HD 41994,,,,,,,0.8984,17.5789,4732,9736,G,5,II,cat
HD 44391,,,,,,,0.6094,18.8435,4376,9340,K,0,I,cat
HD 47386,,,,,,,1.0273,15.2908,4518,956,G,8,III,cat
HD 48144,,,,,,,0.2969,95.0688,2926,9180,M,1,III,cat
HD 48616,,,,,,,1.0508,30.5599,5925,9492,F,3,I,cat
HD 49367,,,,,,,0.7891,34.0253,4181,726,K,1,II,cat
HD 49368,,,,,,,2.0664,173.135,1449,8210,S,3,III,cat
HD 49641,,,,,,,0.6602,37.6644,4416,8122,K,0,I,cat
HD 50372,,,,,,,0.7383,40.8395,4329,4134,K,0,III,cat
HD 51304,,,,,,,1.0625,10.9958,6001,8760,F,2,III,cat
HD 52206,,,,,,,11.9102,5.7465,10794,400,B,8,I,cat
HD 52432,,,,,,,1.0352,91.0507,1743,12902,C,7,I,cat
HD 53033,,,,,,,0.7578,22.2429,4199,3036,K,1,III,cat
HD 56039,,,,,,,15.4492,5.9098,33815,488,B,5,IV,cat
HD 59211,,,,,,,8.0547,2.1161,17266,394,B,5,III,cat
HD 59573,,,,,,,0.4258,57.7404,2937,3082,M,1,III,cat
HD 59610,,,,,,,0.6992,42.0731,3997,6960,K,3,III,cat
HD 60070,,,,,,,0.793,19.4348,4039,474,K,2,III,cat
HD 61777,,,,,,,0.5781,29.3442,3888,9656,K,4,III,cat
HD 63251,,,,,,,11.5781,2.7603,13318,276,B,7,III,cat
HD 68860,,,,,,,1.3086,22.7101,5335,2040,F,8,I,cat
HD 71584,,,,,,,0.6211,49.7155,3970,8452,K,3,III,cat
HD 72514,,,,,,,6.0703,4.7756,13913,624,B,7,II,cat
HD 76998,,,,,,,9.6094,4.0912,23604,298,B,9,V,cat
HD 81220,,,,,,,1.5469,1.3275,7587,3031,A,0,V,cat
HD 82227,,,,,,,0.4687,31.2349,4254,11844,K,1,III,cat
HD 84571,,,,,,,2.0039,11.7437,8058,948,A,2,III,cat
HD 87323,,,,,,,0.957,53.3035,4922,7048,G,2,I,cat
HD 90657,,,,,,,1.8945,6.5472,173112,6938,W,4,I,cat
HD 91494,,,,,,,1.0313,27.1094,4672,976,G,6,III,cat
HD 93306,,,,,,,0.7969,46.7878,4895,12606,G,3,III,cat
HD 94037,,,,,,,10.8047,4.3274,25221,438,B,9,V,cat
HD 94304,,,,,,,13.1367,5.0545,14337,618,B,7,I,cat
HD 94530,,,,,,,0.9883,8.2622,4693,4808,G,5,III,cat
HD 94645,,,,,,,0.6328,29.063,4229,8724,K,1,III,cat
HD 94897,,,,,,,0.5391,19.9651,3933,10392,K,3,III,cat
HECATE,,,,,,,1.0391,1.102,5905,3616,G,0,V,cat
HERACLES,,,,,,,0.3437,0.5184,2924,8220,M,4,V,cat
HERSCHEL 36,,,,,,,31.5586,8.821,50879,1010,O,7,V,cat
HIP 100091,,,,,,,1.6397,1.4294,8318,1936,A,4, IV,cat
HIP 100289,,,,,,,15.6523,5.5425,31627,284,B,3,V,cat
HIP 10385,,,,,,,0.2344,0.4063,2392,11714,M,5,V,cat
HIP 105357,,,,,,,1.1563,3.3115,5512,2152,F,6,III,cat
HIP 105969,,,,,,,0.9023,2.0099,4972,8552,G,1,III,cat
HIP 106066,,,,,,,1.1406,1.0679,6334,2552,F,5,V,cat
HIP 107747,,,,,,,1.9727,1.5436,8677,1808,F,6,V,cat
HIP 108271,,,,,,,0.7539,0.8483,4835,3770,K,7,V,cat
HIP 109281,,,,,,,0.9453,4.9987,4587,7394,G,7,III,cat
HIP 109337,,,,,,,0.5078,0.667,3778,11180,K,0,V,cat
HIP 10973,,,,,,,0.9453,0.99,5592,1324,G,5,V,cat
HIP 109848,,,,,,,1.043,1.0235,5841,6940,G,3,V,cat
HIP 11339,,,,,,,1.5938,2.5961,6532,2946,A,9,III,cat
HIP 114291,,,,,,,1.332,1.1858,6942,2152,F,6,V,cat
HIP 11683,,,,,,,0.9453,0.9449,5710,7220,G,0,V,cat
HIP 117499,,,,,,,1.0391,1.2098,5993,6604,G,0,V,cat
HIP 12001,,,,,,,5.4062,2.9174,16704,782,B,0,V,cat
HIP 12399,,,,,,,2.2656,1.6642,9774,1216,G,5,V,cat
HIP 13553,,,,,,,9.5391,1.2648,15197,394,B,6,III,cat
HIP 13806,,,,,,,0.7891,0.8824,5084,2574,G,9,V,cat
HIP 13885,,,,,,,9.9531,4.2623,24487,802,B,5,V,cat
HIP 14805,,,,,,,0.6719,0.7755,4480,7180,K,6,V,cat
HIP 14970,,,,,,,0.5742,8.4569,4109,10064,K,2,III,cat
HIP 15062,,,,,,,0.9922,0.9766,5823,4328,G,5,V,cat
HIP 15556,,,,,,,1.7227,2.5627,8348,1520,A,0,III,cat
HIP 15724,,,,,,,0.5312,0.6791,3802,10490,K,0,V,cat
HIP 15770,,,,,,,5.2383,2.8094,16026,242,B,5,V,cat
HIP 16274,,,,,,,0.7187,7.4297,4258,6316,K,1,III,cat
HIP 16357,,,,,,,1.832,1.4857,8369,1808,F,3,V,cat
HIP 18187,,,,,,,1.2109,1.1219,6655,4992,F,6,V,cat
HIP 18384,,,,,,,3.0898,2.0733,11620,580,A,0,V,cat
HIP 18476,,,,,,,0.8789,11.9239,4549,10026,G,8,III,cat
HIP 18484,,,,,,,0.5156,6.4972,4369,10930,K,0,III,cat
HIP 19704,,,,,,,2.0352,1.685,9608,838,A,9,IV,cat
HIP 1978,,,,,,,0.75,0.8184,4855,3590,K,2,V,cat
HIP 20228,,,,,,,0.6523,10.4722,4213,7680,K,1,III,cat
HIP 20638,,,,,,,0.9805,1.0425,6033,10016,G,3,IV,cat
HIP 21149,,,,,,,0.9219,8.0769,4756,8972,G,5,III,cat
HIP 21458,,,,,,,0.3398,0.5197,2996,8544,M,5,V,cat
HIP 21837,,,,,,,2.0547,1.6745,9796,408,A,2,IV,cat
HIP 21850,,,,,,,1.043,1.0168,5808,8348,G,8,V,cat
HIP 21991,,,,,,,0.6992,0.8101,4708,6776,K,2,V,cat
HIP 22082,,,,,,,0.6992,12.1007,4333,6310,K,0,III,cat
HIP 22373,,,,,,,0.832,0.8861,5285,1176,G,8,V,cat
HIP 22953,,,,,,,0.9844,1.091,6207,5432,G,8,IV,cat
HIP 23025,,,,,,,2.293,1.66,9872,1384,A,6,V,cat
HIP 23079,,,,,,,3.2773,2.133,11905,382,A,2,V,cat
HIP 23549,,,,,,,0.8359,7.375,4489,10898,G,8,III,cat
HIP 23635,,,,,,,2.5898,1.8236,10630,984,A,1,V,cat
HIP 23759,,,,,,,1.9023,1.7619,8299,286,A,0,III,cat
HIP 23985,,,,,,,1.2422,1.2581,6971,3534,F,0,IV,cat
HIP 24008,,,,,,,1.375,1.23,6894,1320,F,5,V,cat
HIP 24026,,,,,,,1.1094,1.0664,6124,5446,G,2,V,cat
HIP 24061,,,,,,,0.9141,0.9597,5355,8964,G,5,V,cat
HIP 24578,,,,,,,1.7188,1.3944,8100,2696,F,6,V,cat
HIP 24965,,,,,,,0.6172,0.7487,4265,9126,K,0,V,cat
HIP 25404,,,,,,,2.8398,1.8801,10820,476,B,8,V,cat
HIP 25482,,,,,,,1.0664,1.0999,6465,1376,F,0,IV,cat
HIP 25889,,,,,,,4.0937,2.4638,13775,1,B,8,V,cat
HIP 25982,,,,,,,0.7617,12.4325,4320,3022,K,0,III,cat
HIP 26067,,,,,,,0.875,0.9152,5209,9286,K,0,V,cat
HIP 26082,,,,,,,3.2461,2.066,11793,734,B,9,V,cat
HIP 26149,,,,,,,0.8867,25.1674,4504,9348,G,8,III,cat
HIP 26323,,,,,,,0.3633,25.7346,2995,7476,M,1,III,cat
HIP 26481,,,,,,,4.0234,2.3655,13723,2,B,8,V,cat
HIP 26514,,,,,,,3.5352,2.1653,12988,686,A,2,V,cat
HIP 26831,,,,,,,2.0586,2.4362,7897,502,A,2,III,cat
HIP 27559,,,,,,,1.3398,1.2839,7433,1864,F,0,IV,cat
HIP 27573,,,,,,,14.5625,5.2154,31283,2,B,9,V,cat
HIP 27956,,,,,,,0.8203,15.618,4587,11438,G,7,III,cat
HIP 28166,,,,,,,0.3047,42.3361,1967,9550,M,8,III,cat
HIP 28240,,,,,,,1.0391,1.0037,6038,12994,G,8,V,cat
HIP 2868,,,,,,,1.6992,1.4108,7881,1807,A,3,V,cat
HIP 28806,,,,,,,0.8281,5.0193,4491,11126,G,8,III,cat
HIP 2882,,,,,,,0.9375,4.71,4517,7624,G,8,III,cat
HIP 29430,,,,,,,8.8945,3.8378,22168,324,B,9,V,cat
HIP 30533,,,,,,,1.6484,1.3426,7718,2208,F,0,V,cat
HIP 31412,,,,,,,0.5039,10.0317,4045,10686,K,2,III,cat
HIP 31482,,,,,,,1.7734,1.4234,8073,1460,F,2,V,cat
HIP 32014,,,,,,,0.7539,10.0828,4222,3390,K,1,III,cat
HIP 32086,,,,,,,0.3789,33.6711,3040,6404,M,0,III,cat
HIP 32572,,,,,,,1.9688,4.341,7281,644,A,5,III,cat
HIP 32968,,,,,,,0.5664,23.1836,3716,9580,K,5,III,cat
HIP 33360,,,,,,,1.6445,2.1365,7429,2538,A,5,III,cat
